run_idx,video_id,label,input_start_frame,input_end_frame,target_frame,window_len,window_size,window_stride,frame_skip_step
434,MVN-J-Slicing-73-001,2,21399,21517,21518,60,60,30,2
434,MVN-J-Slicing-73-001,2,21459,21577,21578,60,60,30,2
434,MVN-J-Slicing-73-001,2,21519,21637,21638,60,60,30,2
434,MVN-J-Slicing-73-001,2,21579,21697,21698,60,60,30,2
434,MVN-J-Slicing-73-001,2,21639,21757,21758,60,60,30,2
434,MVN-J-Slicing-73-001,2,21699,21817,21818,60,60,30,2
434,MVN-J-Slicing-73-001,2,21759,21877,21878,60,60,30,2
434,MVN-J-Slicing-73-001,2,21819,21937,21938,60,60,30,2
434,MVN-J-Slicing-73-001,2,21879,21997,21998,60,60,30,2
434,MVN-J-Slicing-73-001,2,21999,22023,22024,13,60,30,2
435,MVN-J-Slicing-73-001,5,22024,22083,22084,60,60,20,1
435,MVN-J-Slicing-73-001,5,22044,22103,22104,60,60,20,1
435,MVN-J-Slicing-73-001,5,22064,22123,22124,60,60,20,1
435,MVN-J-Slicing-73-001,5,22084,22143,22144,60,60,20,1
435,MVN-J-Slicing-73-001,5,22104,22163,22164,60,60,20,1
435,MVN-J-Slicing-73-001,5,22124,22183,22184,60,60,20,1
435,MVN-J-Slicing-73-001,5,22144,22203,22204,60,60,20,1
435,MVN-J-Slicing-73-001,5,22164,22223,22224,60,60,20,1
435,MVN-J-Slicing-73-001,5,22184,22243,22244,60,60,20,1
435,MVN-J-Slicing-73-001,5,22204,22263,22264,60,60,20,1
435,MVN-J-Slicing-73-001,5,22224,22283,22284,60,60,20,1
435,MVN-J-Slicing-73-001,5,22244,22303,22304,60,60,20,1
435,MVN-J-Slicing-73-001,5,22264,22323,22324,60,60,20,1
435,MVN-J-Slicing-73-001,5,22284,22343,22344,60,60,20,1
435,MVN-J-Slicing-73-001,5,22304,22363,22364,60,60,20,1
435,MVN-J-Slicing-73-001,5,22324,22383,22384,60,60,20,1
435,MVN-J-Slicing-73-001,5,22344,22403,22404,60,60,20,1
435,MVN-J-Slicing-73-001,5,22364,22423,22424,60,60,20,1
435,MVN-J-Slicing-73-001,5,22384,22443,22444,60,60,20,1
435,MVN-J-Slicing-73-001,5,22404,22463,22464,60,60,20,1
435,MVN-J-Slicing-73-001,5,22424,22483,22484,60,60,20,1
435,MVN-J-Slicing-73-001,5,22444,22503,22504,60,60,20,1
435,MVN-J-Slicing-73-001,5,22464,22523,22524,60,60,20,1
435,MVN-J-Slicing-73-001,5,22484,22543,22544,60,60,20,1
435,MVN-J-Slicing-73-001,5,22504,22563,22564,60,60,20,1
435,MVN-J-Slicing-73-001,5,22524,22583,22584,60,60,20,1
435,MVN-J-Slicing-73-001,5,22544,22603,22604,60,60,20,1
435,MVN-J-Slicing-73-001,5,22564,22623,22624,60,60,20,1
435,MVN-J-Slicing-73-001,5,22584,22643,22644,60,60,20,1
435,MVN-J-Slicing-73-001,5,22604,22663,22664,60,60,20,1
435,MVN-J-Slicing-73-001,5,22624,22683,22684,60,60,20,1
435,MVN-J-Slicing-73-001,5,22644,22703,22704,60,60,20,1
435,MVN-J-Slicing-73-001,5,22664,22723,22724,60,60,20,1
435,MVN-J-Slicing-73-001,5,22684,22743,22744,60,60,20,1
435,MVN-J-Slicing-73-001,5,22704,22763,22764,60,60,20,1
435,MVN-J-Slicing-73-001,5,22724,22783,22784,60,60,20,1
435,MVN-J-Slicing-73-001,5,22744,22803,22804,60,60,20,1
435,MVN-J-Slicing-73-001,5,22764,22823,22824,60,60,20,1
435,MVN-J-Slicing-73-001,5,22784,22843,22844,60,60,20,1
435,MVN-J-Slicing-73-001,5,22804,22863,22864,60,60,20,1
435,MVN-J-Slicing-73-001,5,22824,22883,22884,60,60,20,1
435,MVN-J-Slicing-73-001,5,22844,22903,22904,60,60,20,1
435,MVN-J-Slicing-73-001,5,22864,22923,22924,60,60,20,1
435,MVN-J-Slicing-73-001,5,22884,22943,22944,60,60,20,1
435,MVN-J-Slicing-73-001,5,22904,22963,22964,60,60,20,1
435,MVN-J-Slicing-73-001,5,22924,22983,22984,60,60,20,1
435,MVN-J-Slicing-73-001,5,22944,23003,23004,60,60,20,1
435,MVN-J-Slicing-73-001,5,22964,23023,23024,60,60,20,1
435,MVN-J-Slicing-73-001,5,22984,23043,23044,60,60,20,1
435,MVN-J-Slicing-73-001,5,23004,23063,23064,60,60,20,1
435,MVN-J-Slicing-73-001,5,23024,23083,23084,60,60,20,1
435,MVN-J-Slicing-73-001,5,23044,23103,23104,60,60,20,1
435,MVN-J-Slicing-73-001,5,23064,23123,23124,60,60,20,1
435,MVN-J-Slicing-73-001,5,23084,23143,23144,60,60,20,1
435,MVN-J-Slicing-73-001,5,23104,23163,23164,60,60,20,1
435,MVN-J-Slicing-73-001,5,23124,23183,23184,60,60,20,1
435,MVN-J-Slicing-73-001,5,23144,23203,23204,60,60,20,1
435,MVN-J-Slicing-73-001,5,23164,23223,23224,60,60,20,1
435,MVN-J-Slicing-73-001,5,23184,23243,23244,60,60,20,1
435,MVN-J-Slicing-73-001,5,23204,23263,23264,60,60,20,1
435,MVN-J-Slicing-73-001,5,23224,23283,23284,60,60,20,1
435,MVN-J-Slicing-73-001,5,23244,23303,23304,60,60,20,1
435,MVN-J-Slicing-73-001,5,23264,23323,23324,60,60,20,1
435,MVN-J-Slicing-73-001,5,23284,23343,23344,60,60,20,1
435,MVN-J-Slicing-73-001,5,23344,23347,23348,4,60,20,1
436,MVN-J-Slicing-73-001,8,23348,23444,23445,49,60,20,2
437,MVN-J-Slicing-73-001,3,23446,23564,23565,60,60,30,2
437,MVN-J-Slicing-73-001,3,23566,23602,23603,19,60,30,2
438,MVN-J-Slicing-73-001,8,23604,23722,23723,60,60,20,2
438,MVN-J-Slicing-73-001,8,23644,23762,23763,60,60,20,2
438,MVN-J-Slicing-73-001,8,23764,23796,23797,17,60,20,2
439,MVN-J-Slicing-73-001,4,23798,23915,23916,40,60,30,3
440,MVN-J-Slicing-73-001,8,23917,24035,24036,60,60,20,2
440,MVN-J-Slicing-73-001,8,24037,24039,24040,2,60,20,2
441,MVN-J-Slicing-73-001,4,24041,24218,24219,60,60,30,3
441,MVN-J-Slicing-73-001,4,24131,24308,24309,60,60,30,3
441,MVN-J-Slicing-73-001,4,24221,24398,24399,60,60,30,3
441,MVN-J-Slicing-73-001,4,24311,24488,24489,60,60,30,3
441,MVN-J-Slicing-73-001,4,24401,24578,24579,60,60,30,3
441,MVN-J-Slicing-73-001,4,24491,24668,24669,60,60,30,3
441,MVN-J-Slicing-73-001,4,24581,24758,24759,60,60,30,3
441,MVN-J-Slicing-73-001,4,24671,24848,24849,60,60,30,3
441,MVN-J-Slicing-73-001,4,24851,24875,24876,9,60,30,3
442,MVN-J-Slicing-73-001,8,24877,24995,24996,60,60,20,2
442,MVN-J-Slicing-73-001,8,24917,25035,25036,60,60,20,2
442,MVN-J-Slicing-73-001,8,24957,25075,25076,60,60,20,2
443,MVN-J-Slicing-73-001,5,25077,25136,25137,60,60,20,1
443,MVN-J-Slicing-73-001,5,25097,25156,25157,60,60,20,1
443,MVN-J-Slicing-73-001,5,25117,25176,25177,60,60,20,1
443,MVN-J-Slicing-73-001,5,25137,25196,25197,60,60,20,1
443,MVN-J-Slicing-73-001,5,25157,25216,25217,60,60,20,1
443,MVN-J-Slicing-73-001,5,25177,25236,25237,60,60,20,1
443,MVN-J-Slicing-73-001,5,25197,25256,25257,60,60,20,1
443,MVN-J-Slicing-73-001,5,25217,25276,25277,60,60,20,1
443,MVN-J-Slicing-73-001,5,25237,25296,25297,60,60,20,1
443,MVN-J-Slicing-73-001,5,25257,25316,25317,60,60,20,1
443,MVN-J-Slicing-73-001,5,25277,25336,25337,60,60,20,1
443,MVN-J-Slicing-73-001,5,25297,25356,25357,60,60,20,1
443,MVN-J-Slicing-73-001,5,25317,25376,25377,60,60,20,1
443,MVN-J-Slicing-73-001,5,25337,25396,25397,60,60,20,1
443,MVN-J-Slicing-73-001,5,25357,25416,25417,60,60,20,1
443,MVN-J-Slicing-73-001,5,25377,25436,25437,60,60,20,1
443,MVN-J-Slicing-73-001,5,25397,25456,25457,60,60,20,1
443,MVN-J-Slicing-73-001,5,25417,25476,25477,60,60,20,1
443,MVN-J-Slicing-73-001,5,25437,25496,25497,60,60,20,1
443,MVN-J-Slicing-73-001,5,25457,25516,25517,60,60,20,1
443,MVN-J-Slicing-73-001,5,25477,25536,25537,60,60,20,1
443,MVN-J-Slicing-73-001,5,25497,25556,25557,60,60,20,1
443,MVN-J-Slicing-73-001,5,25517,25576,25577,60,60,20,1
443,MVN-J-Slicing-73-001,5,25537,25596,25597,60,60,20,1
443,MVN-J-Slicing-73-001,5,25557,25616,25617,60,60,20,1
443,MVN-J-Slicing-73-001,5,25577,25636,25637,60,60,20,1
443,MVN-J-Slicing-73-001,5,25597,25656,25657,60,60,20,1
443,MVN-J-Slicing-73-001,5,25617,25676,25677,60,60,20,1
443,MVN-J-Slicing-73-001,5,25637,25696,25697,60,60,20,1
443,MVN-J-Slicing-73-001,5,25657,25716,25717,60,60,20,1
443,MVN-J-Slicing-73-001,5,25677,25736,25737,60,60,20,1
443,MVN-J-Slicing-73-001,5,25737,25750,25751,14,60,20,1
444,MVN-J-Slicing-73-001,8,25751,25847,25848,49,60,20,2
445,MVN-J-Slicing-73-001,5,25848,25907,25908,60,60,20,1
445,MVN-J-Slicing-73-001,5,25868,25927,25928,60,60,20,1
445,MVN-J-Slicing-73-001,5,25888,25947,25948,60,60,20,1
445,MVN-J-Slicing-73-001,5,25908,25967,25968,60,60,20,1
445,MVN-J-Slicing-73-001,5,25928,25987,25988,60,60,20,1
445,MVN-J-Slicing-73-001,5,25948,26007,26008,60,60,20,1
445,MVN-J-Slicing-73-001,5,25968,26027,26028,60,60,20,1
445,MVN-J-Slicing-73-001,5,25988,26047,26048,60,60,20,1
445,MVN-J-Slicing-73-001,5,26008,26067,26068,60,60,20,1
445,MVN-J-Slicing-73-001,5,26028,26087,26088,60,60,20,1
445,MVN-J-Slicing-73-001,5,26048,26107,26108,60,60,20,1
445,MVN-J-Slicing-73-001,5,26068,26127,26128,60,60,20,1
445,MVN-J-Slicing-73-001,5,26088,26147,26148,60,60,20,1
445,MVN-J-Slicing-73-001,5,26108,26167,26168,60,60,20,1
445,MVN-J-Slicing-73-001,5,26128,26187,26188,60,60,20,1
445,MVN-J-Slicing-73-001,5,26148,26207,26208,60,60,20,1
445,MVN-J-Slicing-73-001,5,26168,26227,26228,60,60,20,1
445,MVN-J-Slicing-73-001,5,26188,26247,26248,60,60,20,1
445,MVN-J-Slicing-73-001,5,26208,26267,26268,60,60,20,1
445,MVN-J-Slicing-73-001,5,26228,26287,26288,60,60,20,1
445,MVN-J-Slicing-73-001,5,26248,26307,26308,60,60,20,1
445,MVN-J-Slicing-73-001,5,26268,26327,26328,60,60,20,1
445,MVN-J-Slicing-73-001,5,26288,26347,26348,60,60,20,1
445,MVN-J-Slicing-73-001,5,26308,26367,26368,60,60,20,1
445,MVN-J-Slicing-73-001,5,26328,26387,26388,60,60,20,1
445,MVN-J-Slicing-73-001,5,26348,26407,26408,60,60,20,1
445,MVN-J-Slicing-73-001,5,26368,26427,26428,60,60,20,1
445,MVN-J-Slicing-73-001,5,26388,26447,26448,60,60,20,1
445,MVN-J-Slicing-73-001,5,26408,26467,26468,60,60,20,1
445,MVN-J-Slicing-73-001,5,26428,26487,26488,60,60,20,1
445,MVN-J-Slicing-73-001,5,26448,26507,26508,60,60,20,1
445,MVN-J-Slicing-73-001,5,26468,26527,26528,60,60,20,1
445,MVN-J-Slicing-73-001,5,26488,26547,26548,60,60,20,1
445,MVN-J-Slicing-73-001,5,26508,26567,26568,60,60,20,1
445,MVN-J-Slicing-73-001,5,26528,26587,26588,60,60,20,1
445,MVN-J-Slicing-73-001,5,26548,26607,26608,60,60,20,1
445,MVN-J-Slicing-73-001,5,26568,26627,26628,60,60,20,1
445,MVN-J-Slicing-73-001,5,26588,26647,26648,60,60,20,1
445,MVN-J-Slicing-73-001,5,26608,26667,26668,60,60,20,1
445,MVN-J-Slicing-73-001,5,26628,26687,26688,60,60,20,1
445,MVN-J-Slicing-73-001,5,26648,26707,26708,60,60,20,1
445,MVN-J-Slicing-73-001,5,26668,26727,26728,60,60,20,1
445,MVN-J-Slicing-73-001,5,26688,26747,26748,60,60,20,1
445,MVN-J-Slicing-73-001,5,26708,26767,26768,60,60,20,1
445,MVN-J-Slicing-73-001,5,26728,26787,26788,60,60,20,1
445,MVN-J-Slicing-73-001,5,26788,26804,26805,17,60,20,1
446,MVN-J-Slicing-73-001,8,26805,26903,26904,50,60,20,2
447,MVN-J-Slicing-73-001,4,26905,26962,26963,20,60,30,3
448,MVN-J-Slicing-73-001,8,26965,27083,27084,60,60,20,2
448,MVN-J-Slicing-73-001,8,27005,27123,27124,60,60,20,2
448,MVN-J-Slicing-73-001,8,27045,27163,27164,60,60,20,2
448,MVN-J-Slicing-73-001,8,27085,27203,27204,60,60,20,2
448,MVN-J-Slicing-73-001,8,27205,27205,27206,1,60,20,2
449,MVN-J-Slicing-73-001,4,27207,27384,27385,60,60,30,3
449,MVN-J-Slicing-73-001,4,27297,27474,27475,60,60,30,3
449,MVN-J-Slicing-73-001,4,27387,27564,27565,60,60,30,3
449,MVN-J-Slicing-73-001,4,27477,27654,27655,60,60,30,3
449,MVN-J-Slicing-73-001,4,27567,27744,27745,60,60,30,3
449,MVN-J-Slicing-73-001,4,27657,27834,27835,60,60,30,3
449,MVN-J-Slicing-73-001,4,27747,27924,27925,60,60,30,3
449,MVN-J-Slicing-73-001,4,27837,28014,28015,60,60,30,3
449,MVN-J-Slicing-73-001,4,27927,28104,28105,60,60,30,3
449,MVN-J-Slicing-73-001,4,28107,28164,28165,20,60,30,3
450,MVN-J-Slicing-73-001,5,28167,28226,28227,60,60,20,1
450,MVN-J-Slicing-73-001,5,28187,28246,28247,60,60,20,1
450,MVN-J-Slicing-73-001,5,28207,28266,28267,60,60,20,1
450,MVN-J-Slicing-73-001,5,28227,28286,28287,60,60,20,1
450,MVN-J-Slicing-73-001,5,28247,28306,28307,60,60,20,1
450,MVN-J-Slicing-73-001,5,28267,28326,28327,60,60,20,1
450,MVN-J-Slicing-73-001,5,28287,28346,28347,60,60,20,1
450,MVN-J-Slicing-73-001,5,28307,28366,28367,60,60,20,1
450,MVN-J-Slicing-73-001,5,28327,28386,28387,60,60,20,1
450,MVN-J-Slicing-73-001,5,28347,28406,28407,60,60,20,1
450,MVN-J-Slicing-73-001,5,28367,28426,28427,60,60,20,1
450,MVN-J-Slicing-73-001,5,28387,28446,28447,60,60,20,1
450,MVN-J-Slicing-73-001,5,28407,28466,28467,60,60,20,1
450,MVN-J-Slicing-73-001,5,28427,28486,28487,60,60,20,1
450,MVN-J-Slicing-73-001,5,28447,28506,28507,60,60,20,1
450,MVN-J-Slicing-73-001,5,28467,28526,28527,60,60,20,1
450,MVN-J-Slicing-73-001,5,28487,28546,28547,60,60,20,1
450,MVN-J-Slicing-73-001,5,28507,28566,28567,60,60,20,1
450,MVN-J-Slicing-73-001,5,28527,28586,28587,60,60,20,1
450,MVN-J-Slicing-73-001,5,28547,28606,28607,60,60,20,1
450,MVN-J-Slicing-73-001,5,28567,28626,28627,60,60,20,1
450,MVN-J-Slicing-73-001,5,28587,28646,28647,60,60,20,1
450,MVN-J-Slicing-73-001,5,28607,28666,28667,60,60,20,1
450,MVN-J-Slicing-73-001,5,28627,28686,28687,60,60,20,1
450,MVN-J-Slicing-73-001,5,28647,28706,28707,60,60,20,1
450,MVN-J-Slicing-73-001,5,28667,28726,28727,60,60,20,1
450,MVN-J-Slicing-73-001,5,28687,28746,28747,60,60,20,1
450,MVN-J-Slicing-73-001,5,28707,28766,28767,60,60,20,1
450,MVN-J-Slicing-73-001,5,28727,28786,28787,60,60,20,1
450,MVN-J-Slicing-73-001,5,28747,28806,28807,60,60,20,1
450,MVN-J-Slicing-73-001,5,28767,28826,28827,60,60,20,1
450,MVN-J-Slicing-73-001,5,28787,28846,28847,60,60,20,1
450,MVN-J-Slicing-73-001,5,28807,28866,28867,60,60,20,1
450,MVN-J-Slicing-73-001,5,28827,28886,28887,60,60,20,1
450,MVN-J-Slicing-73-001,5,28847,28906,28907,60,60,20,1
450,MVN-J-Slicing-73-001,5,28907,28916,28917,10,60,20,1
451,MVN-J-Slicing-73-001,4,28917,28977,28978,21,60,30,3
452,MVN-J-Slicing-73-001,8,28978,29086,29087,55,60,20,2
453,MVN-J-Slicing-73-001,4,29088,29265,29266,60,60,30,3
453,MVN-J-Slicing-73-001,4,29178,29355,29356,60,60,30,3
453,MVN-J-Slicing-73-001,4,29268,29445,29446,60,60,30,3
453,MVN-J-Slicing-73-001,4,29358,29535,29536,60,60,30,3
453,MVN-J-Slicing-73-001,4,29448,29625,29626,60,60,30,3
453,MVN-J-Slicing-73-001,4,29538,29715,29716,60,60,30,3
453,MVN-J-Slicing-73-001,4,29718,29790,29791,25,60,30,3
454,MVN-J-Slicing-73-001,8,29793,29911,29912,60,60,20,2
454,MVN-J-Slicing-73-001,8,29913,29943,29944,16,60,20,2
455,MVN-J-Slicing-73-001,2,29945,30063,30064,60,60,30,2
455,MVN-J-Slicing-73-001,2,30005,30123,30124,60,60,30,2
455,MVN-J-Slicing-73-001,2,30065,30183,30184,60,60,30,2
455,MVN-J-Slicing-73-001,2,30185,30233,30234,25,60,30,2
456,MVN-J-Slicing-73-001,5,30235,30294,30295,60,60,20,1
456,MVN-J-Slicing-73-001,5,30255,30314,30315,60,60,20,1
456,MVN-J-Slicing-73-001,5,30275,30334,30335,60,60,20,1
456,MVN-J-Slicing-73-001,5,30295,30354,30355,60,60,20,1
456,MVN-J-Slicing-73-001,5,30315,30374,30375,60,60,20,1
456,MVN-J-Slicing-73-001,5,30335,30394,30395,60,60,20,1
456,MVN-J-Slicing-73-001,5,30355,30414,30415,60,60,20,1
456,MVN-J-Slicing-73-001,5,30375,30434,30435,60,60,20,1
456,MVN-J-Slicing-73-001,5,30395,30454,30455,60,60,20,1
456,MVN-J-Slicing-73-001,5,30415,30474,30475,60,60,20,1
456,MVN-J-Slicing-73-001,5,30435,30494,30495,60,60,20,1
456,MVN-J-Slicing-73-001,5,30455,30514,30515,60,60,20,1
456,MVN-J-Slicing-73-001,5,30475,30534,30535,60,60,20,1
456,MVN-J-Slicing-73-001,5,30495,30554,30555,60,60,20,1
456,MVN-J-Slicing-73-001,5,30515,30574,30575,60,60,20,1
456,MVN-J-Slicing-73-001,5,30575,30584,30585,10,60,20,1
457,MVN-J-Slicing-73-001,8,30585,30673,30674,45,60,20,2
458,MVN-J-Slicing-73-001,5,30675,30734,30735,60,60,20,1
458,MVN-J-Slicing-73-001,5,30695,30754,30755,60,60,20,1
458,MVN-J-Slicing-73-001,5,30715,30774,30775,60,60,20,1
458,MVN-J-Slicing-73-001,5,30735,30794,30795,60,60,20,1
458,MVN-J-Slicing-73-001,5,30755,30814,30815,60,60,20,1
458,MVN-J-Slicing-73-001,5,30775,30834,30835,60,60,20,1
458,MVN-J-Slicing-73-001,5,30795,30854,30855,60,60,20,1
458,MVN-J-Slicing-73-001,5,30815,30874,30875,60,60,20,1
458,MVN-J-Slicing-73-001,5,30835,30894,30895,60,60,20,1
458,MVN-J-Slicing-73-001,5,30855,30914,30915,60,60,20,1
458,MVN-J-Slicing-73-001,5,30875,30934,30935,60,60,20,1
458,MVN-J-Slicing-73-001,5,30895,30954,30955,60,60,20,1
458,MVN-J-Slicing-73-001,5,30915,30974,30975,60,60,20,1
458,MVN-J-Slicing-73-001,5,30935,30994,30995,60,60,20,1
458,MVN-J-Slicing-73-001,5,30955,31014,31015,60,60,20,1
458,MVN-J-Slicing-73-001,5,30975,31034,31035,60,60,20,1
458,MVN-J-Slicing-73-001,5,30995,31054,31055,60,60,20,1
458,MVN-J-Slicing-73-001,5,31015,31074,31075,60,60,20,1
458,MVN-J-Slicing-73-001,5,31035,31094,31095,60,60,20,1
458,MVN-J-Slicing-73-001,5,31055,31114,31115,60,60,20,1
458,MVN-J-Slicing-73-001,5,31075,31134,31135,60,60,20,1
458,MVN-J-Slicing-73-001,5,31095,31154,31155,60,60,20,1
458,MVN-J-Slicing-73-001,5,31115,31174,31175,60,60,20,1
458,MVN-J-Slicing-73-001,5,31135,31194,31195,60,60,20,1
458,MVN-J-Slicing-73-001,5,31155,31214,31215,60,60,20,1
458,MVN-J-Slicing-73-001,5,31215,31228,31229,14,60,20,1
459,MVN-J-Slicing-73-001,4,31229,31406,31407,60,60,30,3
459,MVN-J-Slicing-73-001,4,31409,31445,31446,13,60,30,3
460,MVN-J-Slicing-73-001,8,31448,31566,31567,60,60,20,2
460,MVN-J-Slicing-73-001,8,31488,31606,31607,60,60,20,2
460,MVN-J-Slicing-73-001,8,31528,31646,31647,60,60,20,2
460,MVN-J-Slicing-73-001,8,31568,31686,31687,60,60,20,2
460,MVN-J-Slicing-73-001,8,31608,31726,31727,60,60,20,2
460,MVN-J-Slicing-73-001,8,31648,31766,31767,60,60,20,2
460,MVN-J-Slicing-73-001,8,31688,31806,31807,60,60,20,2
460,MVN-J-Slicing-73-001,8,31808,31842,31843,18,60,20,2
461,MVN-J-Slicing-73-001,4,31843,32020,32021,60,60,30,3
461,MVN-J-Slicing-73-001,4,31933,32110,32111,60,60,30,3
461,MVN-J-Slicing-73-001,4,32023,32200,32201,60,60,30,3
461,MVN-J-Slicing-73-001,4,32113,32290,32291,60,60,30,3
461,MVN-J-Slicing-73-001,4,32203,32380,32381,60,60,30,3
461,MVN-J-Slicing-73-001,4,32293,32470,32471,60,60,30,3
461,MVN-J-Slicing-73-001,4,32383,32560,32561,60,60,30,3
461,MVN-J-Slicing-73-001,4,32473,32650,32651,60,60,30,3
461,MVN-J-Slicing-73-001,4,32563,32740,32741,60,60,30,3
461,MVN-J-Slicing-73-001,4,32653,32830,32831,60,60,30,3
461,MVN-J-Slicing-73-001,4,32743,32920,32921,60,60,30,3
461,MVN-J-Slicing-73-001,4,32833,33010,33011,60,60,30,3
461,MVN-J-Slicing-73-001,4,33013,33016,33017,2,60,30,3
462,MVN-J-Slicing-73-001,5,33019,33078,33079,60,60,20,1
462,MVN-J-Slicing-73-001,5,33039,33098,33099,60,60,20,1
462,MVN-J-Slicing-73-001,5,33059,33118,33119,60,60,20,1
462,MVN-J-Slicing-73-001,5,33079,33138,33139,60,60,20,1
462,MVN-J-Slicing-73-001,5,33099,33158,33159,60,60,20,1
462,MVN-J-Slicing-73-001,5,33119,33178,33179,60,60,20,1
462,MVN-J-Slicing-73-001,5,33139,33198,33199,60,60,20,1
462,MVN-J-Slicing-73-001,5,33159,33218,33219,60,60,20,1
462,MVN-J-Slicing-73-001,5,33179,33238,33239,60,60,20,1
462,MVN-J-Slicing-73-001,5,33199,33258,33259,60,60,20,1
462,MVN-J-Slicing-73-001,5,33219,33278,33279,60,60,20,1
462,MVN-J-Slicing-73-001,5,33239,33298,33299,60,60,20,1
462,MVN-J-Slicing-73-001,5,33299,33305,33306,7,60,20,1
463,MVN-J-Slicing-73-001,8,33306,33390,33391,43,60,20,2
464,MVN-J-Slicing-73-001,3,33392,33510,33511,60,60,30,2
464,MVN-J-Slicing-73-001,3,33512,33538,33539,14,60,30,2
465,MVN-J-Slicing-73-001,4,33540,33717,33718,60,60,30,3
465,MVN-J-Slicing-73-001,4,33630,33807,33808,60,60,30,3
465,MVN-J-Slicing-73-001,4,33720,33897,33898,60,60,30,3
465,MVN-J-Slicing-73-001,4,33810,33987,33988,60,60,30,3
465,MVN-J-Slicing-73-001,4,33900,34077,34078,60,60,30,3
465,MVN-J-Slicing-73-001,4,33990,34167,34168,60,60,30,3
465,MVN-J-Slicing-73-001,4,34080,34257,34258,60,60,30,3
465,MVN-J-Slicing-73-001,4,34170,34347,34348,60,60,30,3
465,MVN-J-Slicing-73-001,4,34260,34437,34438,60,60,30,3
465,MVN-J-Slicing-73-001,4,34350,34527,34528,60,60,30,3
465,MVN-J-Slicing-73-001,4,34440,34617,34618,60,60,30,3
465,MVN-J-Slicing-73-001,4,34530,34707,34708,60,60,30,3
465,MVN-J-Slicing-73-001,4,34620,34797,34798,60,60,30,3
465,MVN-J-Slicing-73-001,4,34710,34887,34888,60,60,30,3
465,MVN-J-Slicing-73-001,4,34800,34977,34978,60,60,30,3
465,MVN-J-Slicing-73-001,4,34980,35001,35002,8,60,30,3
466,MVN-J-Slicing-73-001,8,35002,35120,35121,60,60,20,2
466,MVN-J-Slicing-73-001,8,35042,35160,35161,60,60,20,2
466,MVN-J-Slicing-73-001,8,35082,35200,35201,60,60,20,2
466,MVN-J-Slicing-73-001,8,35122,35240,35241,60,60,20,2
466,MVN-J-Slicing-73-001,8,35242,35278,35279,19,60,20,2
467,MVN-J-Slicing-73-001,4,35280,35457,35458,60,60,30,3
467,MVN-J-Slicing-73-001,4,35460,35469,35470,4,60,30,3
468,MVN-J-Slicing-73-001,8,35470,35588,35589,60,60,20,2
468,MVN-J-Slicing-73-001,8,35590,35614,35615,13,60,20,2
469,MVN-J-Slicing-73-001,4,35616,35793,35794,60,60,30,3
469,MVN-J-Slicing-73-001,4,35706,35883,35884,60,60,30,3
469,MVN-J-Slicing-73-001,4,35886,35892,35893,3,60,30,3
470,MVN-J-Slicing-73-001,8,35895,36013,36014,60,60,20,2
470,MVN-J-Slicing-73-001,8,35935,36053,36054,60,60,20,2
470,MVN-J-Slicing-73-001,8,36055,36063,36064,5,60,20,2
471,MVN-J-Slicing-73-001,3,36064,36182,36183,60,60,30,2
471,MVN-J-Slicing-73-001,3,36184,36202,36203,10,60,30,2
472,MVN-J-Slicing-73-001,4,36204,36381,36382,60,60,30,3
472,MVN-J-Slicing-73-001,4,36294,36471,36472,60,60,30,3
472,MVN-J-Slicing-73-001,4,36384,36561,36562,60,60,30,3
472,MVN-J-Slicing-73-001,4,36564,36648,36649,29,60,30,3
473,MVN-J-Slicing-73-001,8,36649,36739,36740,46,60,20,2
474,MVN-J-Slicing-73-001,4,36740,36917,36918,60,60,30,3
474,MVN-J-Slicing-73-001,4,36830,37007,37008,60,60,30,3
474,MVN-J-Slicing-73-001,4,36920,37097,37098,60,60,30,3
474,MVN-J-Slicing-73-001,4,37010,37187,37188,60,60,30,3
474,MVN-J-Slicing-73-001,4,37100,37277,37278,60,60,30,3
474,MVN-J-Slicing-73-001,4,37190,37367,37368,60,60,30,3
474,MVN-J-Slicing-73-001,4,37280,37457,37458,60,60,30,3
474,MVN-J-Slicing-73-001,4,37460,37469,37470,4,60,30,3
475,MVN-J-Slicing-73-001,8,37470,37588,37589,60,60,20,2
475,MVN-J-Slicing-73-001,8,37590,37622,37623,17,60,20,2
476,MVN-J-Slicing-73-001,3,37623,37741,37742,60,60,30,2
476,MVN-J-Slicing-73-001,3,37743,37775,37776,17,60,30,2
477,MVN-J-Slicing-73-001,8,37777,37895,37896,60,60,20,2
477,MVN-J-Slicing-73-001,8,37817,37935,37936,60,60,20,2
477,MVN-J-Slicing-73-001,8,37857,37975,37976,60,60,20,2
477,MVN-J-Slicing-73-001,8,37977,38013,38014,19,60,20,2
478,MVN-J-Slicing-73-001,4,38014,38191,38192,60,60,30,3
478,MVN-J-Slicing-73-001,4,38104,38281,38282,60,60,30,3
478,MVN-J-Slicing-73-001,4,38194,38371,38372,60,60,30,3
478,MVN-J-Slicing-73-001,4,38374,38419,38420,16,60,30,3
479,MVN-J-Slicing-73-001,8,38422,38540,38541,60,60,20,2
479,MVN-J-Slicing-73-001,8,38462,38580,38581,60,60,20,2
479,MVN-J-Slicing-73-001,8,38502,38620,38621,60,60,20,2
479,MVN-J-Slicing-73-001,8,38542,38660,38661,60,60,20,2
